11,11,3012,4846,1368,0,273.8181818,453.4220591,1418,0,440.5454545,550.5038353,19737.12302,55.25791632,18958.71429,21683.99789,77556,15,398133,39813.3,38803.22188,133811,54,321388,32138.8,31363.95677,83866,15,0,0,0,0,360,360,27.62895816,27.62895816,0,1418,341.6521739,493.6589372,243699.1462,0,0,0,1,0,0,0,0,1,357.1818182,273.8181818,440.5454545,360,0,0,0,0,0,0,11,3012,11,4846,65535,391,5,32,0,0,0,0,0,0,0,0
3,0,31,0,31,0,10.33333333,17.89785834,0,0,0,0,1.132297121,0.109577141,1.37E+07,1.94E+07,2.74E+07,294,2.74E+07,1.37E+07,1.94E+07,2.74E+07,294,0,0,0,0,0,0,0,0,0,96,0,0.109577141,0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0,96,0,0,0,0,0,0,3,31,0,0,1867,-1,1,32,0,0,0,0,2.74E+07,0,2.74E+07,2.74E+07
200,883,8160,1196029,258,0,40.8,92.1501942,1448,26,1354.506229,274.722888,18771.25679,16.88212656,59288.98891,1755691.126,5.76E+07,-2,6.42E+07,322365.2563,4091927.379,5.76E+07,1,6.41E+07,72680.0805,1946308.729,5.77E+07,1,1,0,0,0,6400,28256,3.117659568,13.76446699,0,1448,1111.080258,568.8679108,323610.6999,0,1,0,0,1,0,0,0,4,1112.106187,40.8,1354.506229,6400,0,0,0,0,0,0,200,8160,883,1196029,8170,250,32,32,5564492,0,5564492,5564492,5.76E+07,0,5.76E+07,5.76E+07
2,0,31,0,31,0,15.5,21.92031022,0,0,0,0,121093.75,7812.5,256,0,256,256,256,256,0,256,256,0,0,0,0,0,1,0,0,0,64,0,7812.5,0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,8170,-1,0,32,0,0,0,0,0,0,0,0
9,6,1590,632,991,0,176.6666667,348.5742389,489,0,105.3333333,196.4684877,38.64336401,0.260868794,4107155,1.53E+07,5.72E+07,277,5.75E+07,7187521.25,2.02E+07,5.72E+07,286,183852,36770.4,31218.7831,83934,277,0,0,0,0,296,200,0.156521276,0.104347518,0,991,138.875,283.3045181,80261.45,0,0,0,1,0,0,0,0,0,148.1333333,176.6666667,105.3333333,296,0,0,0,0,0,0,9,1590,6,632,65535,362,4,32,255677,0,255677,255677,5.72E+07,0,5.72E+07,5.72E+07
6,4,265,207,265,0,44.16666667,108.185797,207,0,51.75,103.5,7538.611426,159.7163438,6956.777778,8475.441342,23773,234,62611,12522.2,13273.13679,29326,234,32593,10864.33333,12757.23271,25554,2567,0,0,0,0,212,144,95.82980626,63.88653751,0,265,42.90909091,96.34360855,9282.090909,0,0,0,1,0,0,0,0,0,47.2,44.16666667,51.75,212,0,0,0,0,0,0,6,265,4,207,65535,939,1,32,0,0,0,0,0,0,0,0
13,9,8588,1012,1368,0,660.6153846,684.3162693,586,0,112.4444444,203.1441059,48405.88333,110.9301493,9443.952381,14473.50481,37976,43,198323,16526.91667,22209.96176,62075,48,157782,19722.75,22300.06551,51842,43,0,0,0,0,424,296,65.54963368,45.38051562,0,1368,417.3913043,592.7519594,351354.8854,0,0,0,1,0,0,0,0,0,436.3636364,660.6153846,112.4444444,424,0,0,0,0,0,0,13,8588,9,1012,65535,468,9,32,0,0,0,0,0,0,0,0
9,7,835,4634,485,0,92.77777778,167.2601101,1418,0,662,652.0743823,36818.11756,107.7143684,9902.733333,13235.766,36520,21,148541,18567.625,18640.91082,41187,144,109549,18258.16667,25023.79933,59227,21,0,0,0,0,296,232,60.58933224,47.12503619,0,1418,321.7058824,509.9498461,260048.8456,0,0,0,1,0,0,0,0,0,341.8125,92.77777778,662,296,0,0,0,0,0,0,9,835,7,4634,65535,349,3,32,0,0,0,0,0,0,0,0
19,16,1278,13618,297,0,67.26315789,117.4118308,1418,0,851.125,649.9355737,2916.864848,6.853535827,150201.5588,596860.0906,3258607,6,5069875,281659.7222,807975.3531,3258607,77,5069900,337993.3333,906805.255,3321409,6,0,0,0,0,616,520,3.720490878,3.13304495,0,1418,413.7777778,587.909911,345638.0635,0,0,0,1,0,0,0,0,0,425.6,67.26315789,851.125,616,0,0,0,0,0,0,19,1278,16,13618,65535,365,6,32,0,0,0,0,0,0,0,0
11,14,756,10483,419,0,68.72727273,135.6466667,1460,0,748.7857143,685.73814,367.5439256,0.817563675,1274110.75,6116672.524,3.00E+07,3,589070,58907,87885.5234,290252,3,3.05E+07,2346668.846,8308620.826,3.00E+07,6,0,0,0,0,240,292,0.359728017,0.457835658,0,1460,432.2692308,611.2375353,373611.3246,0,0,0,1,0,0,0,0,1,449.56,68.72727273,748.7857143,240,0,0,0,0,0,0,11,756,14,10483,65535,33,3,20,589070,0,589070,589070,3.00E+07,0,3.00E+07,3.00E+07
12,18,756,15220,419,0,63,130.8468918,1460,0,845.5555556,682.2636391,522.4103101,0.980990818,1054528.483,5565284.793,3.00E+07,15,591309,53755.36364,69222.60941,230020,24,3.05E+07,1794665.176,7268033.539,3.00E+07,15,0,0,0,0,260,372,0.392396327,0.588594491,0,1460,515.3548387,652.8202176,426174.2366,0,0,0,1,0,0,0,0,1,532.5333333,63,845.5555556,260,0,0,0,0,0,0,12,756,18,15220,65535,33,3,20,591309,0,591309,591309,3.00E+07,0,3.00E+07,3.00E+07
27,47,1192,55174,435,0,44.14814815,119.8392204,1460,0,1173.914894,539.7609708,1837.102649,2.411836852,420301.4932,3489854.508,2.98E+07,2,853864,32840.92308,44641.76579,140691,4,3.06E+07,665431.3043,4396531.168,2.98E+07,2,0,0,0,0,560,952,0.879994527,1.531842325,0,1460,751.5466667,699.7649276,489670.9539,0,0,0,1,0,0,0,0,1,761.7027027,44.14814815,1173.914894,560,0,0,0,0,0,0,27,1192,47,55174,65535,35,4,20,853864,0,853864,853864,2.98E+07,0,2.98E+07,2.98E+07
